Time,Average,Error,T12,T13,T14
0.0,3.40075757576,0.411943268737,3.98333333333,2.81818181818,
1.0,2.50757575758,0.0760675476731,2.4,2.61515151515,
2.0,1.58409090909,0.289806642895,1.17424242424,1.99393939394,
3.0,1.825,0.0948165911137,1.95909090909,1.69090909091,
4.0,1.74848484848,0.123207999752,1.57424242424,1.92272727273,
5.0,1.975,0.103387582401,1.82878787879,2.12121212121,
6.0,1.24848484848,0.379266364455,1.78484848485,0.712121212121,
7.0,1.43333333333,0.188561808316,1.16666666667,1.7,
8.0,1.61515151515,0.207846538712,1.32121212121,1.90909090909,
9.0,1.38560606061,0.00910667824255,1.39848484848,1.37272727273,
10.0,1.72575757576,0.261415234257,1.35606060606,2.09545454545,
11.0,1.61060606061,0.0257129738613,1.57424242424,1.64696969697,
12.0,0.72803030303,0.00696393042078,0.737878787879,0.718181818182,
13.0,0.845454545455,0.116779756287,1.01060606061,0.680303030303,
14.0,1.36439393939,0.0562471303217,1.28484848485,1.44393939394,
15.0,1.875,0.199811234381,2.15757575758,1.59242424242,
16.0,1.21136363636,0.182669251807,1.4696969697,0.95303030303,
17.0,0.815909090909,0.22338146042,0.5,1.13181818182,
18.0,0.485606060606,0.0498188868563,0.556060606061,0.415151515152,
19.0,0.859090909091,0.178919443118,1.11212121212,0.606060606061,
20.0,1.225,0.00374980868811,1.2303030303,1.2196969697,
21.0,1.35606060606,0.0449977042573,1.4196969697,1.29242424242,
22.0,0.793181818182,0.00267843477722,0.789393939394,0.79696969697,
23.0,1.44924242424,0.445155859974,2.07878787879,0.819696969697,
